locations,latitude,longitude,country
"Luton, Bedfordshire",51.877864200000005,-0.41062319261577607,United Kingdom
"Whitbourne, Herefordshire",52.205142800000004,-2.421622587458483,United Kingdom
"Hamburg, Hamburg",47.7630597,-99.51457,United States of America
"Neumünster, Schleswig-Holstein",54.0757442,9.9815377,Germany
"Bad Köstritz, Thuringia",50.9301118,12.0113701,Germany
"Sonthofen, Bavaria",47.5135363,10.281931,Germany
"Le Roeulx, Belgium",50.5034034,4.112245,Belgium
"Fredericton, New Brunswick",45.966425,-66.645813,Canada
"Eichendorf-Adldorf, Bavaria",,,
"Masham, North Yorkshire",54.2220086,-1.6564736,United Kingdom
"Berlin, Maryland",38.3226154,-75.2176892,United States of America
"Mount Pleasant, South Carolina",32.7940651,-79.8625851,United States of America
"Cork, Ireland",51.8979282,-8.4705806,Ireland
"Hallerndorf, Bavaria",49.7595157,10.9790956,Germany
"Velburg-Lengenfeld, Bavaria",49.2391408,11.6351957,Germany
"Blainville, Quebec",45.67932,-73.87619,Canada
"Heathfield , East Sussex",50.9717443,0.2517025,United Kingdom
", North Rhine-Westphalia",51.4781796,7.5542336,Germany
"Thalmässing, Bavaria",49.0879604,11.2199593,Germany
"Höchstadt an der Aisch, Bavaria",49.7046104,10.8077534,Germany
"Abensberg, Bavaria",48.8167,11.85,Germany
"Farnham, Quebec",45.2831,-72.974968,Canada
"Dewey Beach, Delaware",38.6927374,-75.0748044,United States of America
"Bamberg, Bavaria",49.8916044,10.8868478,Germany
"Newton Abbot, Devon",50.5296441,-3.6112097,United Kingdom
"Ettal, Bavaria",47.5692548,11.0939733,Germany
"Henderson , Nevada",36.0301134,-114.9826194,United States of America
"Bromley, Greater London",51.4028046,0.0148142,United Kingdom
"Weißenohe, Bavaria",49.6307659,11.2547781,Germany
"Tillamook, Oregon",45.455921,-123.844429,United States of America
"Kulmbach, Bavaria",50.1008448,11.4479149,Germany
"Asheboro, North Carolina",35.7079146,-79.8136446,United States of America
"Viereth-Weiher, Bavaria",49.9124842,10.7526505,Germany
"Richmond, British Columbia",49.163168,-123.137414,Canada
"Perth, Ontario",43.4935991,-81.0164111,Canada
"Bancroft, Ontario",45.0570769,-77.8537127,Canada
"BERLIN, Berlin",46.3785823,-98.4898183,United States of America
"Buckhorn, Ontario",44.5567327,-78.3484101,Canada
"Lindsay, Ontario",44.3551266,-78.7369939,Canada
"Murnau, Bavaria",47.6778816,11.2011903,Germany
"Gulpen, Netherlands",50.80313155,5.88621123978734,The Netherlands
"Toronto , Ontario",43.6534817,-79.3839347,Canada
"Lacombe, Alberta",52.4727515,-113.733215,Canada
"Percé, Quebec",48.5222989,-64.2136423,Canada
"Laubus-Eschbach, Hesse",50.404005049999995,8.330101439904997,Germany
"Carlsbad, New Mexico",32.4257456,-104.2376121,United States of America
"Detmold, North Rhine-Westphalia",51.936284,8.8791526,Germany
"PANTEGO, Texas",32.7142988,-97.1564002,United States of America
"Bad Staffelstein-Stublang, Bavaria",,,
"Little Downham, Cambridgeshire",52.4336745,0.2429403,United Kingdom
"Hereford, Herefordshire",52.0553813,-2.7151735,United Kingdom
"Rochester, Michigan",42.680588,-83.1338214,United States of America
"Malle, Belgium",51.2970123,4.6933094,Belgium
"Warstein , North Rhine-Westphalia",51.4458105,8.3536824,Germany
"St. Austell, Cornwall",50.338466,-4.7882104,United Kingdom
"Bad Rappenau, Baden-Württemberg",49.2393031,9.101268,Germany
"Crailsheim, Baden-Württemberg",49.1365626,10.0720195,Germany
"Fürth, Bavaria",49.477263,10.989616,Germany
"Düsseldorf, North Rhine-Westphalia",51.2254018,6.7763137,Germany
"Grafenhausen, Baden-Württemberg",47.7749844,8.2544945,Germany
"Scheyern, Bavaria",48.5020343,11.4555839,Germany
"Gunzenhausen-Oberasbach, Bavaria",49.1120334,10.7820767,Germany
"Mukilteo, Washington",47.9474034,-122.3036992,United States of America
"Roslyn, Washington",47.2239604,-120.9941144,United States of America
"Fort Bragg, California",39.4534731,-123.81491141575003,United States of America
"San Cristobal, Panama",8.41740565,-82.44198220088266,Panama
"Centralia, Washington",46.7204489,-122.9614303,United States of America
"Neuhaus an der Pegnitz, Bavaria",49.6280956,11.5516616,Germany
"Ukiah, California",39.1501662,-123.2077861,United States of America
"Maxwelton, West Virginia",37.8662319,-80.4097972,United States of America
"Rettenberg/Oberallgäu, Bavaria",47.5749325,10.2922464,Germany
"Ichtegem, Belgium",51.08743265,3.029462506474408,Belgium
"Romrod, Hesse",50.7145445,9.2187448,Germany
"Kempten, Bavaria",47.7267063,10.3168835,Germany
"Newport, Oregon",44.636755,,
"Seligenstadt, Hesse",50.0347055,8.9593719,Germany
"Dour-Blaugies, Belgium",50.37098255,3.826960427500339,Belgium
"Eschwege, Hesse",51.186867,,
"Rimouski, Quebec",48.450155,-68.529968,Canada
"Aurora, Colorado",39.729432,-104.8319196,United States of America
"San Gabriel, California",34.0991325,-118.1086041,United States of America
"Truth or Consequences, New Mexico",33.1283485,-107.2529059,United States of America
"Wimbledon, Greater London",51.4214787,-0.2064027,United Kingdom
"Elk Grove, California",38.4087993,-121.3716178,United States of America
"Fort Monroe, Virginia",37.00427465,,
"White Salmon, Washington",45.7276194,-121.4864619,United States of America
"Dallas , Texas",32.7762719,-96.7968559,United States of America
"Carlstadt , New Jersey",40.8403778,-74.0906974,United States of America
"Mount Airy, Maryland",39.3762145,-77.154704,United States of America
"Adkins, Texas",29.3930129,-98.2372329,United States of America
"Eugene, Oregon",44.0505054,-123.0950506,United States of America
"Juneau, Alaska",58.3019496,-134.419734,United States of America
"Farmers Branch, Texas",32.9265137,-96.8961151,United States of America
"Dubuque, Iowa",42.5006217,-90.6647967,United States of America
"Cedar Rapids, Iowa",41.9758872,-91.6704053,United States of America
"Johnson City, Texas",30.2773819,-98.4090218,United States of America
"Centennial, Colorado",39.5680644,-104.97783081285026,United States of America
"Gulfport, Mississippi",30.3674198,-89.0928155,United States of America
"Santa Fe, New Mexico",35.6869996,-105.9377997,United States of America
"Fort Wayne, Indiana",41.0799898,-85.1386015,United States of America
"Sparks, Nevada",39.5404679,-119.7487235,United States of America
"Bamber Bridge, Lancashire",53.7291055,-2.6607002,United Kingdom
"Alcester, Warwickshire",52.2176183,-1.8684418,United Kingdom
"Patchogue, New York",40.7656539,-73.0151084,United States of America
"Dartmouth, Nova Scotia",44.6799707,-63.5720232,Canada
"Hardley, Hampshire",50.8411142,-1.3907109,United Kingdom
"Zoeterwoude, Netherlands",52.11718945,4.503459502079346,The Netherlands
"Maidstone, Kent",51.2748258,0.5231646,United Kingdom
"Shanghai, China",31.2322758,121.4692071,China
"Mellor Brook, Lancashire",53.7795564,-2.5611941,United Kingdom
"Calgary, Alberta",51.0534234,-114.0625892,Canada
"Gibsons, British Columbia",49.4006197,-123.5089186,Canada
"Willoughby, Ohio",41.6397696,-81.4065011,United States of America
"Terre Haute, Indiana",39.4667025,-87.4139119,United States of America
"Salem, Connecticut",41.4903761,-72.275359,United States of America
"San Antonio , Texas",29.4246002,-98.4951405,United States of America
"Grand Prairie, Alberta",50.7684008,-112.8577374,Canada
"Silver Spring, Maryland",38.9959461,-77.0276231,United States of America
"Winchester, Kentucky",37.990079,-84.1796503,United States of America
"Penticton, British Columbia",49.494891,-119.594421,Canada
"Nanaimo, British Columbia",49.1637594,-123.9379719,Canada
"New Britain, Connecticut",41.6612104,-72.7795419,United States of America
"Winnipeg, Manitoba",49.8955367,-97.1384584,Canada
"Whitby, Ontario",43.899871,-78.940201,Canada
"Johnson City, Tennessee",36.3134398,-82.3534728,United States of America
"Yakima, Washington",46.601557,-120.5108421,United States of America
"Ankeny, Iowa",41.7318715,-93.6003837,United States of America
"Lincoln, California",38.859829500000004,-121.34239205792437,United States of America
"Val-David, Quebec",46.0282815,-74.2065632,Canada
"Repentigny, Quebec",45.7326055,-73.4528307,Canada
"Lachute, Quebec",45.6560478,-74.3401388,Canada
"Bocholt, Belgium",51.192481799999996,5.599558194626788,Belgium
"Washougal, Washington",45.5819594,-122.3479921,United States of America
"Sunnyside, Washington",46.3246419,-120.0081898,United States of America
"Perryville, Missouri",37.7275127,-89.8645455,United States of America
"Oceanside, New York",40.633591499999994,-73.63765271803683,United States of America
"Kenora, Ontario",49.766215,-94.4893528,Canada
"Atlanta, Georgia",33.7490987,-84.3901849,United States of America
"Leduc, Alberta",53.2607636,-113.5501238,Canada
"Newton, Iowa",41.6996927,-93.0537592,United States of America
"Raleigh , North Carolina",35.7803977,-78.6390989,United States of America
"Delta, British Columbia",49.0846258,-123.0579384,Canada
"Brookshire, Texas",29.7860643,-95.9510661,United States of America
"Virginia Beach, Virginia",36.8529841,-75.9774183,United States of America
"Coralville , Iowa",41.6764044,-91.5804475,United States of America
"Ventura, California",34.4458248,-119.0779359,United States of America
"Milldale, Connecticut",41.565931,-72.8917685,United States of America
"Jarvis, Ontario",42.8844706,-80.1139414,Canada
"Colts Neck, New Jersey",40.2876108,-74.1723652,United States of America
"Edmonton, Greater London",51.6203392,-0.0659791,United Kingdom
"Macclesfield, Cheshire",53.2606635,-2.1255158,United Kingdom
"Much Marcle, Herefordshire",51.9927761,-2.5001759,United Kingdom
"St Agnes, Cornwall",50.3122758,-5.2037934,United Kingdom
"Williamsville, New York",42.9637836,-78.7377258,United States of America
"Craven Arms, Shropshire",52.4398662,-2.8351041,United Kingdom
"Poole, Dorset",50.7179472,-1.981521,United Kingdom
"Ludlow, Shropshire",52.3718705,-2.715111962303105,United Kingdom
"Tewkesbury, Gloucestershire",51.9937857,-2.1549574,United Kingdom
"Eagle River, Alaska",61.2971518,-149.5087177,United States of America
"Kenmore, Washington",47.7573202,-122.2440148,United States of America
"Columbia, Maryland",4.6104399,-74.2038025,Colombia
"North Vancouver, British Columbia",49.3207133,-123.0737831,Canada
"Pittsburgh, Pennsylvania",40.4416941,-79.9900861,United States of America
"Vancouver, Washington",45.6306954,-122.6744557,United States of America
"Jackson, Wyoming",43.479965,-110.761815,United States of America
"Sudbury , Suffolk",52.0401524,0.7299495,United Kingdom
"Roswell, Georgia",34.02332,-84.360022,United States of America
"Durham, Durham",35.996653,-78.9018053,United States of America
"Forchheim, Bavaria",49.7186937,11.0596433,Germany
"Staveley, Cumbria",54.3784018,-2.8197952,United Kingdom
"Tottori Prefecture, Japan",35.3555075,133.8678525,Japan
"Oakland, California",37.8044557,-122.2713563,United States of America
"Madison , Wisconsin",43.074761,-89.3837613,United States of America
"Little Rock, Arkansas",34.7464809,-92.2895948,United States of America
"Bay Shore, New York",40.742924,-73.25731042134166,United States of America
"Fawn Grove, Pennsylvania",39.727882,-76.4519078,United States of America
"Lake Barrington, Illinois",42.212614,-88.16715437057547,United States of America
"Red Deer, Alberta",52.269838,-113.818359,Canada
"Victor, Idaho",43.602698,-111.111332,United States of America
"Northport, New York",40.9040576,-73.34201693018868,United States of America
"Sterling, Virginia",39.0016194,-77.4032011,United States of America
", New York",40.7127281,-74.0060152,United States of America
"Niles, Illinois",42.0289319,-87.8122348,United States of America
"Peckham, Greater London",51.4734122,-0.0699321,United Kingdom
"York, North Yorkshire",53.9590555,-1.0815361,United Kingdom
"Salisbury, Wiltshire",51.0796895,-1.8074237640795872,United Kingdom
"Hector, New York",42.5006271,-76.8724586,United States of America
"Falls Church, Virginia",38.882334,-77.1710914,United States of America
"Brattleboro, Vermont",42.8509152,-72.5578678,United States of America
"Malden, Massachusetts",42.4250964,-71.066163,United States of America
"Lemont, Illinois",41.673642,-88.0017261,United States of America
"Claremont, California",34.0966764,-117.7197785,United States of America
"Casselman, Ontario",45.313529,-75.086746,Canada
"Binghamton , New York",42.096968,-75.914341,United States of America
"Wilmington, North Carolina",34.2257282,-77.9447107,United States of America
"Napa, California",38.2971367,-122.2855293,United States of America
"Wolcott, Connecticut",41.6023196,-72.9867718,United States of America
"Salem, New Hampshire",42.7884226,-71.2008933,United States of America
"Rogers, Arkansas",36.3320197,-94.1185366,United States of America
"Gardner City, Idaho",43.210157,-112.3243434,United States of America
"Rocklin, California",38.7907339,-121.2357828,United States of America
"Chincoteague, Virginia",37.9331799,-75.3788141,United States of America
"Granville, Ohio",40.0681192,-82.5196037,United States of America
"Delmar, New York",42.62378835,-73.83793894179314,United States of America
"Alton, Illinois",38.8908583,-90.1843091,United States of America
"Westville, New Jersey",39.8700552,-75.1265177,United States of America
"St. Paul, Minnesota",44.9504037,-93.1015026,United States of America
"Sawyer, Michigan",41.8853207,-86.5894666,United States of America
"Robbinsdale, Minnesota",45.0313156,-93.3395843,United States of America
"Camas, Washington",45.5911103,-122.4122248,United States of America
"Pickerington, Ohio",39.896277299999994,-82.77319049748806,United States of America
"Streatham, Greater London",51.429769,-0.1311105,United Kingdom
"Somerset West, Wisconsin",45.1244108,-92.6735365,United States of America
"Wallsend, Tyne & Wear",54.9911912,-1.5342042,United Kingdom
"St Jacob's, Ontario",43.532949,-80.554627,Canada
"Ledbury, Herefordshire",52.0357457,-2.4287821,United Kingdom
"Portsmouth, Hampshire",50.8036831,-1.075614,United Kingdom
"Stowe, Vermont",44.4653741,-72.6860186,United States of America
"San Jose, California",37.3361905,-121.8905833,United States of America
"Tacoma, Washington",47.2495798,-122.4398746,United States of America
"Oxford, Connecticut",41.4351795,-73.1172769,United States of America
"Savoy, Illinois",40.054753,-88.2517165,United States of America
"Mashpee, Massachusetts",41.6484421,-70.4811383,United States of America
"Kent, Connecticut",41.724646,-73.4770859,United States of America
"Locations in Ogden and Layton, Utah",,,
"Terrebonne, Quebec",45.7081005,-73.6515157,Canada
"Lansdale, Pennsylvania",40.2414952,-75.2837862,United States of America
"Bozeman, Montana",45.6794293,-111.0440474,
"Everett, Massachusetts",42.40843,-71.0536625,United States of America
"Perham, Minnesota",46.5944042,-95.5725415,United States of America
"Lübz, Mecklenburg-Vorpommern",53.4615326,12.0293514,Germany
"Henniker, New Hampshire",43.179645,-71.822433,United States of America
"Tuscaloosa, Alabama",33.2095614,-87.5675258,United States of America
"Worms, Rhineland-Palatinate",49.6302618,8.3620898,Germany
"Pennsauken, New Jersey",39.9562238,,
"Portland , Oregon",45.5202471,-122.6741949,United States of America
"Nederland, Colorado",51.8077933,4.7088872,The Netherlands
"Lexington, Kentucky",38.0464066,-84.4970393,United States of America
"Camarillo, California",34.2164099,-119.0376573,United States of America
"Blyth, Ontario",43.7365991,-81.4294024,Canada
"Winscombe, Somerset",51.3139428,-2.8334616,United Kingdom
"Jonquière, Quebec",48.3820121,-71.147339,Canada
"Hamont-Achel, Belgium",51.2547636,5.5128696,Belgium
"Greensboro Bend, Vermont",44.5489422,-72.2648257,United States of America
"Coalville, Leicestershire",52.7257981,-1.3741375,United Kingdom
"Williamston, Michigan",42.689151,-84.2832798,United States of America
"Healdsburg, California",38.6298355,-122.85900211842106,United States of America
"Milwaukee, Wisconsin",43.0349931,-87.922497,United States of America
"Waitsfield, Vermont",44.192132,-72.8227076,
"Williston, Vermont",44.4374044,-73.0689621,United States of America
"Oakland Park, Florida",26.180144300000002,-80.13720059548373,United States of America
"Boonville, California",39.0091667,-123.3661111,United States of America
"Dayton, Ohio",39.7589478,-84.1916069,United States of America
"Bellaire, Michigan",44.980282,-85.211173,United States of America
"Alverskirchen/Everswinkel, North Rhine-Westphalia",51.912883,7.809908,Germany
"Kennesaw, Georgia",34.0234337,-84.6154897,United States of America
"Horsham, West Sussex",51.0630273,-0.3295028,United Kingdom
"Alpine, California",38.5893934,-119.8345013,United States of America
"Andechs, Bavaria",47.9746379,11.1828225,Germany
"Carlsbad, California",33.1580933,-117.3505966,United States of America
"Solana Beach, California",32.9905597,-117.2691316,United States of America
"Baker City, Oregon",44.7748748,-117.8343848,United States of America
"Louisville, Kentucky",38.2542376,-85.759407,United States of America
"Papillion, Nebraska",41.1544433,-96.0422378,United States of America
"Watervliet, Michigan",42.1867052,-86.2605776,United States of America
"Diksmuide, Belgium",51.0333408,2.8647185,Belgium
"Pennington, New Jersey",40.3284403,,
"Saignelégier, Switzerland",47.2557997,6.9963585,Switzerland
"Islington, Greater London",51.5384287,-0.0999051,United Kingdom
"Albuquerque, New Mexico",35.0841034,-106.6509851,United States of America
"Olympia, Washington",47.0451022,-122.8950075,United States of America
"Cologne, North Rhine-Westphalia",50.938361,6.959974,Germany
"Middleburg Heights, Ohio",41.3614401,-81.812912,United States of America
"Diss, Suffolk",52.3356145,0.9595305,United Kingdom
"Middletown, New York",40.8397222,-73.8316667,United States of America
"Ilminster, Somerset",50.9267192,-2.9102756,United Kingdom
"Dexter, Michigan",42.3383697,-83.8885553,United States of America
"Firle, East Sussex",50.8461727,0.10011691011539427,United Kingdom
"La Tuque, Quebec",47.441092,-72.78511,Canada
"McMinnville, Oregon",45.2100367,-123.194463,United States of America
"Tempe, Arizona",33.4255056,-111.9400125,United States of America
"Monterey, California",36.2231079,-121.3877428,United States of America
"Kernville , California",35.7330735,-118.43394593561493,United States of America
"Hampton, New Hampshire",42.9304376,-70.824896,United States of America
"Bridgman, Michigan",41.9430986,-86.5569659,United States of America
"State College, Pennsylvania",40.7944504,-77.8616386,United States of America
"Boynton Beach, Florida",26.5256179,-80.0666026,United States of America
"Granby, Quebec",45.3990409,-72.721834,Canada
"Keighley, West Yorkshire",53.86764515,-1.9387085955617687,United Kingdom
"New Ulm, Minnesota",44.3140261,-94.4614177,United States of America
"Meadville, Pennsylvania",41.641445,-80.151449,United States of America
"El Segundo, California",33.917028,-118.4156337,United States of America
"Flossmoor, Illinois",41.5428123,-87.6847684,United States of America
"Maroldsweisach, Bavaria",50.197294,10.6606004,Germany
"Jupiter, Florida",26.9260832,-80.12108914060954,United States of America
"Sacramento, California",38.5815719,-121.4943996,United States of America
"Redlands, California",34.055735,-117.1888961,United States of America
"Bad Staffelstein, Bavaria",50.1028062,11.0006441,
"Farmville, North Carolina",35.5954381,-77.5852496,United States of America
"Pottstown and Phoenixville, Pennsylvania",,,
"Elland, West Yorkshire",53.6858377,-1.8377141,United Kingdom
"Didsbury, Alberta",51.6607926,-114.1372475,Canada
"Wrington, Somerset",51.3616116,-2.7637231,United Kingdom
"Blandford Forum, Dorset",50.8652479,-2.1571168563645413,United Kingdom
"Chepstow, Gloucestershire",51.5030314,-2.4939219,United Kingdom
"Marshall, Michigan",42.2721367,-84.9642008,United States of America
"Hauzenberg, Bavaria",48.6551971,13.6276784,Germany
"Irlbach, Bavaria",48.85168845,12.741544258715113,Germany
"Bad Tölz / Oberbayern, Bavaria",47.7610641,11.5582933,Germany
"Charleston, South Carolina",32.7876012,-79.9402728,United States of America
"Battle Creek, Michigan",42.3192548,-85.1824269,United States of America
"Saint-Basile-le-Grand, Quebec",45.526246,-73.2876515,Canada
"Ringwood, Hampshire",50.829262299999996,-1.7711280913147434,United Kingdom
"Sopron, Hungary",47.6803063,16.5983457,Hungary
"La Crosse, Wisconsin",43.8014053,-91.2395429,United States of America
"Glenfield, Leicestershire",52.6499184,,
"Surrey, British Columbia",49.1913033,-122.8491439,Canada
"Twickenham, Greater London",51.4467444,-0.3281887,United Kingdom
"Holborn, Greater London",51.5179341,-0.1195284,United Kingdom
"Croydon, Cambridgeshire",52.1277704,-0.0813098,United Kingdom
"Shiner, Texas",29.429978,,
"Neuzelle, Brandenburg",52.0908428,14.6493003,Germany
"Nymburk, Czech Republic",50.186331,15.0417306,Czech Republic
"Pisgah Forest, North Carolina",35.2542808,,
"Ingolstadt, Bavaria",48.7630165,11.4250395,Germany
"Golden, Colorado",39.755543,-105.2210997,United States of America
"Mount Vernon, Washington",48.4200462,-122.32642,United States of America
"Lyme Regis, Dorset",50.7361334,-2.9317343744389417,United Kingdom
"Beverley, East Yorkshire",53.8432607,-0.4317193498925199,United Kingdom
"Milwaukee                       , Wisconsin",43.0349931,-87.922497,United States of America
"Valparaiso, Chile",-33.0458456,-71.6196749,Chile
"Rüthen, North Rhine-Westphalia",51.4911392,8.4330329,Germany
"Homburg, Saarland",49.3181673,7.3340336,Germany
"Löbau, Saxony",51.0947288,14.6692423,Germany
"Salhouse, Norfolk",52.677074,1.4061732,United Kingdom
"Dereham, Norfolk",52.6802052,0.9386329,United Kingdom
"Fur, Denmark",56.82145525,9.001823662821717,Denmark
"Potton, Bedfordshire",52.1305155,-0.2039216156426842,United Kingdom
"Loughborough, Leicestershire",52.7723859,-1.2077985,United Kingdom
"St. Gallen, Switzerland",47.4250593,9.3765878,Switzerland
"Addison, Texas",32.9604305,-96.83025951893629,United States of America
"Netanya, Israel",32.3286181,34.8566246,Israel
"Besthorpe, Norfolk",52.5257251,1.03649,United Kingdom
"Campbell, California",37.2870626,-121.9448818,United States of America
"Biržu raj., Lithuania",,,
"Thrupp, Gloucestershire",51.7308622,-2.2016443,United Kingdom
"Boortmeerbeek, Belgium",50.9815937,4.5729262,Belgium
"Prince George, British Columbia",53.9128645,-122.7453699,Canada
"Yerevan, Armenia",40.1776121,44.5125849,Armenia
"Ingolstadt , Bavaria",48.7630165,11.4250395,Germany
"Renchen, Baden-Württemberg",48.5873988,8.0143673,Germany
"Kerava, Finland",60.4034398,25.1041013,Finland
"Cockerham, Lancashire",53.9626884,-2.8176994,United Kingdom
"Caracas, Venezuela",10.506098,-66.9146017,Venezuela
"Flensburg, Schleswig-Holstein",54.7833021,9.4333264,Germany
"Santa Cruz, California",37.050096,-121.9905908,United States of America
"Schlüsselfeld, Bavaria",49.7569182,10.6186266,Germany
"Marion, Montana",48.1055095,,
"Waynesboro, Virginia",38.0652286,,
"West Seneca, New York",42.83943505,,
"Greenwich, Greater London",51.4820845,,
"Northampton, Northamptonshire",52.2381355,,
"Saarbrücken, Saarland",49.234362,6.996379,Germany
"Issum, North Rhine-Westphalia",51.5347321,6.4245085,Germany
"Eye, Suffolk",52.3226292,1.1463709,United Kingdom
"Brampton, Ontario",43.6858146,-79.7599337,Canada
"Ferguson, Missouri",38.744707,-90.3038975,United States of America
"Holzminden, Lower Saxony",51.828835,9.4466591,Germany
"Zusmarshausen, Bavaria",48.399896,10.5957313,Germany
"New Mills, Derbyshire",53.365432,-2.0012794,United Kingdom
"Stralsund, Mecklenburg-Vorpommern",54.3159851,13.0904622,Germany
"Preston, Lancashire",53.7593363,-2.6992717,United Kingdom
"Penryn, Cornwall",50.1685495,-5.1034063,United Kingdom
"Casablanca, Morocco",33.5950627,-7.6187768,Morocco
"Gooik, Belgium",50.7979738,4.102984067451088,Belgium
"Frankenthal, Rhineland-Palatinate",49.5445804,8.3540061,Germany
"Bamberg-Gaustadt, Bavaria",49.9011239,10.8696356,Germany
"Skive, Denmark",56.6459244,8.932732160154906,Denmark
"Abita Springs, Louisiana",30.4785257,-90.0375755,United States of America
"Lohnbrauhausen, Baden-Württemberg",,,
"Coventry, West Midlands",52.4081812,-1.510477,United Kingdom
"New Orleans, Louisiana",29.9499323,-90.0701156,United States of America
"San Giorgio di Nogaro, Italy",45.8320236,13.2111453,Italy
"Waterbeach, Cambridgeshire",52.265783,0.1909788,United Kingdom
"Wallerstein, Bavaria",48.8870756,10.476036,Germany
"Cambridge, Maryland",38.5714624,-76.0763177,United States of America
"Limoges, Ontario",45.3341367,-75.2519986,Canada
"New Braunfels, Texas",29.7028266,-98.1257348,United States of America
"Bonn, North Rhine-Westphalia",50.735851,7.10066,Germany
"Upper Marlboro, Maryland",38.8165274,-76.7519753,United States of America
"Donaueschingen, Baden-Württemberg",47.9534194,8.4959257,Germany
"Greenfield, Massachusetts",42.6097476,-72.5979752,United States of America
"Managua, Nicaragua",12.1459907,-86.2746665,Nicaragua
"Laholm, Sweden",56.50514815,13.150901570201999,Sweden
"Port St Lucie , Florida",27.2939333,-80.3503283,United States of America
"Alling, Bavaria",48.1401952,11.3015889,Germany
"Peine, Lower Saxony",52.3217849,10.2349489,Germany
"Albany, Oregon",44.6365071,-123.1059324,United States of America
"Duisburg, North Rhine-Westphalia",51.434999,6.759562,Germany
"Neenah, Wisconsin",44.1858193,-88.462609,United States of America
"Schönthal-Rhan, Bavaria",,,
"Dargun, Mecklenburg-Vorpommern",53.9,12.85,Germany
"Fairfield, California",38.2493581,-122.0399663,United States of America
"Missoula, Montana",46.8701049,-113.9952672,United States of America
"London, Ontario",42.9836747,-81.2496068,Canada
"Windsor, Ontario",42.317099,-83.0353434,Canada
"Wschowa, Poland",51.8038354,16.3172771,Poland
"Mustang, Oklahoma",35.384227,-97.7244813,United States of America
"Abingdon, Oxfordshire",51.6714842,-1.2779715,United Kingdom
"Neumarkt in der Oberpfalz, Bavaria",49.279624,11.4594662,Germany
"Offenburg, Baden-Württemberg",48.4716556,7.944378,Germany
"Maryland Heights, Missouri",38.7150511,-90.435999,United States of America
"Erie, Colorado",40.0146297,-105.10395109684542,United States of America
"Hershey, Pennsylvania",40.2854881,-76.6506001,United States of America
"Alpirsbach, Baden-Württemberg",48.3456021,8.4033079,Germany
"Böblingen, Baden-Württemberg",48.684969,9.0113444,Germany
"Detroit, Michigan",42.3315509,-83.0466403,United States of America
"Eccles, Greater Manchester",53.4840887,-2.3375175,United Kingdom
"Waukesha, Wisconsin",43.0116784,-88.2314813,United States of America
"Herzele, Belgium",50.8848043,3.8935574,Belgium
"Coraopolis , Pennsylvania",40.5184013,-80.1667247,United States of America
"Highlands Ranch, Colorado",39.5538771,-104.9694264,United States of America
"Leamington Spa, Warwickshire",52.2913394,-1.536404,United Kingdom
"Powell River, British Columbia",49.835676,-124.5244122,Canada
"Neuhausen, Baden-Württemberg",48.7929606,8.7785614,Germany
"Unionville, Virginia",38.2598551,-77.9683307,United States of America
"Cary, North Carolina",35.7883046,-78.7811964,United States of America
"Buffalo, New York",42.8867166,-78.8783922,United States of America
"Reigate, Surrey",51.237387,-0.2059492,United Kingdom
"Norris , Tennessee",36.1956343,-84.067974,United States of America
"Brixton, Greater London",51.4568044,-0.1167959,United Kingdom
"Great Shefford, Berkshire",51.4760456,-1.4465484,United Kingdom
"Hartlepool, Durham",54.6857276,-1.2093696,United Kingdom
"Lafayette, Colorado",40.0024435,-105.10957997730037,United States of America
"Monroe, Wisconsin",42.6018298,-89.6392396,United States of America
"Orleans , Ontario",45.4810323,-75.5100002,Canada
"Greiz, Thuringia",50.7783814,12.0763533,Germany
"Laramie, Wyoming",41.311367,-105.591101,United States of America
"Ham, Gloucestershire",51.6825023,-2.4650342,United Kingdom
"Park City, Utah",40.6460635,-111.4979741,United States of America
"Rochester, New York",43.157285,-77.615214,United States of America
"Butler, Pennsylvania",40.8610205,-79.8952251,United States of America
"Mifflinburg, Pennsylvania",40.917582,-77.0477501,United States of America
"Washington DC, Washington DC",38.8949855,-77.0365708,United States of America
"Saanich, British Columbia",48.4594315,-123.3764946,Canada
"Thomas, West Virginia",39.1491974,-79.4979721,United States of America
"Burnaby, British Columbia",49.2433804,-122.9725459,Canada
"Zwickau, Saxony",,12.4939267,
"Rudgwick, West Sussex",51.0900272,-0.4491403,United Kingdom
"Stellenbosch, South Africa",-33.934444,18.869167,South Africa
"Nennslingen, Bavaria",49.0477208,11.1315613,Germany
"Framfield, East Sussex",50.9643188,0.1322,United Kingdom
"Pilsting-Großköllnbach, Bavaria",48.6813342,12.6060611,Germany
"Walden, New York",41.5612048,-74.1884806,United States of America
"Hannover, Lower Saxony",52.3744779,9.7385532,Germany
"Flemington, New Jersey",40.50798155,-74.86064661501618,United States of America
"Madison, North Carolina",35.8482034,-82.6931063,United States of America
"Kreuzberg, Berlin",52.4976443,13.411914,Germany
"Omaha, Nebraska",41.2587459,-95.9383758,United States of America
"Monument, Colorado",39.06775465,-104.86175880732664,United States of America
"Sturgeon Bay, Wisconsin",44.8341639,-87.377042,United States of America
"Ruckersville, Virginia",38.2331873,-78.369175,United States of America
"Gotha, Thuringia",50.9462725,10.6945265,Germany
"Port Alberni, British Columbia",49.2343668,-124.8056517,Canada
"Bellingham, Washington",48.7544012,-122.4788361,United States of America
